method-a,method-b,verdict
org.apache.commons.codec.binary.Base16.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,no-break-pass (direct)
org.apache.commons.codec.binary.Base16.getCodecPolicy()Lorg/apache/commons/codec/CodecPolicy;,org.apache.commons.codec.binary.Base16.decode([B)[B,spurious-spec
org.apache.commons.codec.binary.Base16.getCodecPolicy()Lorg/apache/commons/codec/CodecPolicy;,org.apache.commons.codec.binary.Base16.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,spurious-spec
org.apache.commons.codec.binary.Base16.getCodecPolicy()Lorg/apache/commons/codec/CodecPolicy;,org.apache.commons.codec.binary.Base16.isStrictDecoding()Z,spurious-spec
org.apache.commons.codec.binary.Base16.getCodecPolicy()Lorg/apache/commons/codec/CodecPolicy;,org.apache.commons.codec.binary.Base16.validateTrailingCharacter()V,spurious-spec
org.apache.commons.codec.binary.Base16.getCodecPolicy()Lorg/apache/commons/codec/CodecPolicy;,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base16.getCodecPolicy()Lorg/apache/commons/codec/CodecPolicy;,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,spurious-spec
org.apache.commons.codec.binary.Base16.getCodecPolicy()Lorg/apache/commons/codec/CodecPolicy;,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base16.validateTrailingCharacter()V,org.apache.commons.codec.binary.Base16.isStrictDecoding()Z,no-break-pass (direct)
org.apache.commons.codec.binary.Base16InputStream.read()I,org.apache.commons.codec.binary.BaseNCodecInputStream.read([BII)I,no-break-pass (direct)
org.apache.commons.codec.binary.Base16InputStream.read([BII)I,org.apache.commons.codec.binary.Base16InputStream.read()I,spurious-spec
org.apache.commons.codec.binary.Base16InputStream.read([BII)I,org.apache.commons.codec.binary.BaseNCodecInputStream.read([BII)I,spurious-spec
org.apache.commons.codec.binary.Base16InputStream.skip(J)J,org.apache.commons.codec.binary.Base16InputStream.close()V,unknown
org.apache.commons.codec.binary.Base16InputStream.skip(J)J,org.apache.commons.codec.binary.Base16InputStream.read()I,spurious-spec
org.apache.commons.codec.binary.Base16InputStream.skip(J)J,org.apache.commons.codec.binary.Base16InputStream.read([BII)I,no-break-pass (direct)
org.apache.commons.codec.binary.Base16InputStream.skip(J)J,org.apache.commons.codec.binary.BaseNCodecInputStream.read([BII)I,no-break-pass (direct)
org.apache.commons.codec.binary.Base16OutputStream.close()V,org.apache.commons.codec.binary.BaseNCodecOutputStream.eof()V,no-break-pass (direct)
org.apache.commons.codec.binary.Base16OutputStream.close()V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush()V,no-break-pass (direct)
org.apache.commons.codec.binary.Base16OutputStream.close()V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush(Z)V,no-break-pass (indirect)
org.apache.commons.codec.binary.Base32.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.Base32.getEncodedLength([B)J,spurious-spec
org.apache.commons.codec.binary.Base32.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base32.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,no-break-pass (direct)
org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,org.apache.commons.codec.binary.Base32.getEncodedLength([B)J,spurious-spec
org.apache.commons.codec.binary.Base32.validateCharacter(JLorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.Base32.isStrictDecoding()Z,no-break-pass (direct)
org.apache.commons.codec.binary.Base32InputStream.read()I,org.apache.commons.codec.binary.BaseNCodecInputStream.read([BII)I,no-break-pass (direct)
org.apache.commons.codec.binary.Base32InputStream.read([BII)I,org.apache.commons.codec.binary.Base32InputStream.read()I,spurious-spec
org.apache.commons.codec.binary.Base32InputStream.read([BII)I,org.apache.commons.codec.binary.BaseNCodecInputStream.read([BII)I,spurious-spec
org.apache.commons.codec.binary.Base32InputStream.skip(J)J,org.apache.commons.codec.binary.Base32InputStream.close()V,spurious-spec
org.apache.commons.codec.binary.Base32InputStream.skip(J)J,org.apache.commons.codec.binary.Base32InputStream.read()I,spurious-spec
org.apache.commons.codec.binary.Base32InputStream.skip(J)J,org.apache.commons.codec.binary.Base32InputStream.read([BII)I,spurious-spec
org.apache.commons.codec.binary.Base32InputStream.skip(J)J,org.apache.commons.codec.binary.BaseNCodecInputStream.read([BII)I,no-break-pass (direct)
org.apache.commons.codec.binary.Base32OutputStream.close()V,org.apache.commons.codec.binary.BaseNCodecOutputStream.eof()V,no-break-pass (direct)
org.apache.commons.codec.binary.Base32OutputStream.close()V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush()V,no-break-pass (direct)
org.apache.commons.codec.binary.Base32OutputStream.close()V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush(Z)V,no-break-pass (indirect)
org.apache.commons.codec.binary.Base32OutputStream.isStrictDecoding()Z,org.apache.commons.codec.binary.Base32OutputStream.write([B)V,spurious-spec
org.apache.commons.codec.binary.Base64.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.Base64.getEncodedLength([B)J,spurious-spec
org.apache.commons.codec.binary.Base64.decode([B)[B,org.apache.commons.codec.binary.Base64.isStrictDecoding()Z,no-break-pass (indirect)
org.apache.commons.codec.binary.Base64.decode([B)[B,org.apache.commons.codec.binary.Base64.validateCharacter(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,no-break-pass (indirect)
org.apache.commons.codec.binary.Base64.decode([B)[B,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,no-break-pass (indirect)
org.apache.commons.codec.binary.Base64.decode([B)[B,org.apache.commons.codec.binary.BaseNCodec.decode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,no-break-pass (direct)
org.apache.commons.codec.binary.Base64.decode([B)[B,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,no-break-pass (indirect)
org.apache.commons.codec.binary.Base64.decode([B)[B,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,no-break-pass (direct)
org.apache.commons.codec.binary.Base64.encode([B)[B,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,no-break-pass (indirect)
org.apache.commons.codec.binary.Base64.encode([B)[B,org.apache.commons.codec.binary.BaseNCodec.encode([BII)[B,no-break-pass (direct)
org.apache.commons.codec.binary.Base64.encode([B)[B,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,no-break-pass (indirect)
org.apache.commons.codec.binary.Base64.encode([B)[B,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,no-break-pass (indirect)
org.apache.commons.codec.binary.Base64.getEncodedLength([B)J,org.apache.commons.codec.binary.Base64.encode([B)[B,spurious-spec
org.apache.commons.codec.binary.Base64.getEncodedLength([B)J,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base64.getEncodedLength([B)J,org.apache.commons.codec.binary.BaseNCodec.encode([BII)[B,spurious-spec
org.apache.commons.codec.binary.Base64.getEncodedLength([B)J,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,spurious-spec
org.apache.commons.codec.binary.Base64.getEncodedLength([B)J,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base64.validateCharacter(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.Base64.isStrictDecoding()Z,no-break-pass (direct)
org.apache.commons.codec.binary.BaseNCodec.decode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.Base64.validateCharacter(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,no-break-pass (direct)
org.apache.commons.codec.binary.BaseNCodec.encode([B)[B,org.apache.commons.codec.binary.Base32.getEncodedLength([B)J,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.encode([B)[B,org.apache.commons.codec.binary.BaseNCodec.encode([BII)[B,no-break-pass (direct)
org.apache.commons.codec.binary.BaseNCodec.encode([BII)[B,org.apache.commons.codec.binary.Base16.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,no-break-pass (indirect)
org.apache.commons.codec.binary.BaseNCodec.encode([BII)[B,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,no-break-pass (indirect)
org.apache.commons.codec.binary.BaseNCodec.encode([BII)[B,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,no-break-pass (indirect)
org.apache.commons.codec.binary.BaseNCodec.encode([BII)[B,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,no-break-pass (direct)
org.apache.commons.codec.binary.BaseNCodec.encode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.Base32.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,no-break-pass (direct)
org.apache.commons.codec.binary.BaseNCodec.encode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,no-break-pass (indirect)
org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,no-break-pass (direct)
org.apache.commons.codec.binary.BaseNCodecOutputStream.flush()V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush(Z)V,no-break-pass (direct)
org.apache.commons.codec.binary.Hex.decode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.binary.Hex.decode(Ljava/nio/ByteBuffer;)[B,no-break-pass (direct)
org.apache.commons.codec.binary.Hex.decode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.binary.Hex.decode([B)[B,no-break-pass (direct)
org.apache.commons.codec.binary.Hex.decode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.binary.Hex.getCharset()Ljava/nio/charset/Charset;,no-break-pass (indirect)
org.apache.commons.codec.binary.Hex.decode(Ljava/nio/ByteBuffer;)[B,org.apache.commons.codec.binary.Hex.getCharset()Ljava/nio/charset/Charset;,no-break-pass (direct)
org.apache.commons.codec.binary.Hex.decode([B)[B,org.apache.commons.codec.binary.Hex.getCharset()Ljava/nio/charset/Charset;,no-break-pass (direct)
org.apache.commons.codec.binary.Hex.encode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.binary.Hex.getCharset()Ljava/nio/charset/Charset;,no-break-pass (direct)
org.apache.commons.codec.binary.Hex.encode(Ljava/nio/ByteBuffer;)[B,org.apache.commons.codec.binary.Hex.getCharset()Ljava/nio/charset/Charset;,no-break-pass (direct)
org.apache.commons.codec.binary.Hex.encode([B)[B,org.apache.commons.codec.binary.Hex.decode([B)[B,spurious-spec
org.apache.commons.codec.binary.Hex.encode([B)[B,org.apache.commons.codec.binary.Hex.getCharset()Ljava/nio/charset/Charset;,no-break-pass (direct)
org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/File;)[B,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/InputStream;)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/File;)[B,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/nio/ByteBuffer;)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/File;)[B,org.apache.commons.codec.digest.DigestUtils.digest([B)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/File;)[B,org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/InputStream;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/File;)[B,org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/nio/ByteBuffer;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/File;)[B,org.apache.commons.codec.digest.DigestUtils.digestAsHex([B)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/InputStream;)[B,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/nio/ByteBuffer;)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/InputStream;)[B,org.apache.commons.codec.digest.DigestUtils.digest([B)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/InputStream;)[B,org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/nio/ByteBuffer;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/InputStream;)[B,org.apache.commons.codec.digest.DigestUtils.digestAsHex([B)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest([B)[B,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/nio/ByteBuffer;)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digest([B)[B,org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/nio/ByteBuffer;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/File;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/File;)[B,no-break-pass (direct)
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/File;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/InputStream;)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/File;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/nio/ByteBuffer;)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/File;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest([B)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/File;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/InputStream;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/File;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/nio/ByteBuffer;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/File;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digestAsHex([B)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/InputStream;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/io/InputStream;)[B,no-break-pass (direct)
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/InputStream;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/nio/ByteBuffer;)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/InputStream;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest([B)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/InputStream;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/nio/ByteBuffer;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/io/InputStream;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digestAsHex([B)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/lang/String;)[B,no-break-pass (direct)
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/nio/ByteBuffer;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/nio/ByteBuffer;)[B,no-break-pass (direct)
org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/nio/file/Path;[Ljava/nio/file/OpenOption;)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/nio/file/Path;[Ljava/nio/file/OpenOption;)[B,no-break-pass (direct)
org.apache.commons.codec.digest.DigestUtils.digestAsHex([B)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest(Ljava/nio/ByteBuffer;)[B,spurious-spec
org.apache.commons.codec.digest.DigestUtils.digestAsHex([B)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digest([B)[B,no-break-pass (direct)
org.apache.commons.codec.digest.DigestUtils.digestAsHex([B)Ljava/lang/String;,org.apache.commons.codec.digest.DigestUtils.digestAsHex(Ljava/nio/ByteBuffer;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.digest.HmacUtils.hmacHex(Ljava/io/InputStream;)Ljava/lang/String;,org.apache.commons.codec.digest.HmacUtils.hmac(Ljava/io/InputStream;)[B,no-break-pass (direct)
org.apache.commons.codec.digest.HmacUtils.hmacHex(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.digest.HmacUtils.hmac(Ljava/lang/String;)[B,no-break-pass (direct)
org.apache.commons.codec.digest.PureJavaCrc32C.update([BII)V,org.apache.commons.codec.digest.PureJavaCrc32C.getValue()J,spurious-spec
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.append(C)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendAlternate(C)V,no-break-pass (direct)
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.append(C)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendPrimary(C)V,no-break-pass (direct)
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.append(Ljava/lang/String;)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendAlternate(Ljava/lang/String;)V,no-break-pass (direct)
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.append(Ljava/lang/String;)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendPrimary(Ljava/lang/String;)V,no-break-pass (direct)
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.append(Ljava/lang/String;Ljava/lang/String;)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendAlternate(Ljava/lang/String;)V,no-break-pass (direct)
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.append(Ljava/lang/String;Ljava/lang/String;)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendPrimary(Ljava/lang/String;)V,no-break-pass (direct)
org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.DoubleMetaphone.cleanInput(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(Ljava/lang/String;Z)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(Ljava/lang/String;Z)Ljava/lang/String;,org.apache.commons.codec.language.DoubleMetaphone.cleanInput(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.language.DoubleMetaphone.isDoubleMetaphoneEqual(Ljava/lang/String;Ljava/lang/String;)Z,org.apache.commons.codec.language.DoubleMetaphone.charAt(Ljava/lang/String;I)C,no-break-pass (indirect)
org.apache.commons.codec.language.DoubleMetaphone.isDoubleMetaphoneEqual(Ljava/lang/String;Ljava/lang/String;)Z,org.apache.commons.codec.language.DoubleMetaphone.handleS(Ljava/lang/String;Lorg/apache/commons/codec/language/DoubleMetaphone$DoubleMetaphoneResult;IZ)I,no-break-pass (indirect)
org.apache.commons.codec.language.DoubleMetaphone.isDoubleMetaphoneEqual(Ljava/lang/String;Ljava/lang/String;)Z,org.apache.commons.codec.language.DoubleMetaphone.isDoubleMetaphoneEqual(Ljava/lang/String;Ljava/lang/String;Z)Z,no-break-pass (direct)
org.apache.commons.codec.language.DoubleMetaphone.isDoubleMetaphoneEqual(Ljava/lang/String;Ljava/lang/String;Z)Z,org.apache.commons.codec.language.DoubleMetaphone.charAt(Ljava/lang/String;I)C,no-break-pass (indirect)
org.apache.commons.codec.language.DoubleMetaphone.isDoubleMetaphoneEqual(Ljava/lang/String;Ljava/lang/String;Z)Z,org.apache.commons.codec.language.DoubleMetaphone.handleS(Ljava/lang/String;Lorg/apache/commons/codec/language/DoubleMetaphone$DoubleMetaphoneResult;IZ)I,no-break-pass (indirect)
org.apache.commons.codec.language.MatchRatingApproachEncoder.cleanName(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeAccents(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
