id,share-state(tool),original-dsi,updated-dsi,verdict,manual-tags,a-set-b-set,a-set-b-get,a-get-b-set,a-get-b-get,used-jdk?
00026,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,5,yes
00028,no,ls,ls,sometimes-true-spec,WEAK_ORACLE;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00029,no,lv-ls,ls,sometimes-true-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00030,no,lv,ls,sometimes-true-spec,SOMETIMES_TRUE_SPEC,0,0,0,0,no
00031,no,lv,ls,spurious-spec,,0,0,0,0,no
00033,yes,ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,5,yes
00034,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,5,yes
00035,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,5,yes
00041,yes,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,1,yes
00043,yes,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,1,yes
00046,yes,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,1,yes
00048,yes,ls-u,ls-u,spurious-spec,UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_EXPECTED_OUTPUT,0,1,0,0,no
00049,yes,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,1,yes
00050,no,ls-u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_EXPECTED_OUTPUT,0,0,0,0,no
00051,yes,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,1,yes
00054,yes,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATELESS_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,1,yes
00057,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00059,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00066,yes,u,u,spurious-spec,UNRELATED_STATELESS_METHODS;MULTIPLE_PERTURBATIONS,0,1,0,0,no
00067,no,u,ls,spurious-spec,REVERSE_NBP;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00068,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00069,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00070,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00074,yes,u,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,1,yes
00075,yes,u,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,1,0,0,no
00080,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00081,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00082,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00083,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00086,yes,u,u,spurious-spec,INSPECTION_TODO;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,1,yes
00087,yes,u,u,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,1,0,0,no
00091,yes,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,1,0,1,yes
00092,yes,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,1,0,1,yes
00093,yes,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,1,0,1,yes
00094,yes,u,u,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00095,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00096,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00097,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00098,yes,u,u,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00099,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00100,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00101,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00103,yes,u,u,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00104,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00105,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00107,yes,lv,lv,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00108,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00109,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00110,no,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00111,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00112,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00113,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00114,yes,lv-ls,lv-ls,sometimes-true-spec,MULTIPLE_PERTURBATIONS;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,0,0,1,yes
00115,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00116,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00117,yes,ls,ls,spurious-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00118,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00119,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00120,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00121,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00122,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,7,yes
00123,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,2,7,yes
00124,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,0,no
00125,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,0,no
00126,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,6,yes
00127,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00128,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00129,no,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00130,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00131,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00132,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00133,yes,lv-ls,lv-ls,sometimes-true-spec,MULTIPLE_PERTURBATIONS;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,0,0,1,yes
00134,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00135,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00136,yes,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00137,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00138,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00139,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00140,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00141,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,2,7,yes
00142,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00143,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00144,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,6,yes
00145,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,1,yes
00146,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00147,no,ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00148,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00149,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,1,yes
00150,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00151,yes,lv-ls,lv-ls,sometimes-true-spec,MULTIPLE_PERTURBATIONS;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,1,0,1,yes
00152,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,1,yes
00153,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00154,yes,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,1,0,1,yes
00155,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00156,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00157,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00158,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00159,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00160,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00161,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00162,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00163,no,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00164,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00165,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00166,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00167,no,lv-ls,ls,sometimes-true-spec,MULTIPLE_PERTURBATIONS;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,0,0,0,no
00168,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00169,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00170,no,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00171,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00172,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00173,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00174,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00175,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00176,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00177,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00178,no,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00179,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00180,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00181,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00182,no,lv-ls,ls,sometimes-true-spec,MULTIPLE_PERTURBATIONS;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,0,0,0,no
00183,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00184,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00185,no,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00186,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00187,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00188,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00189,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00190,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00191,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00192,no,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00193,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00194,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00195,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00196,yes,lv-ls,lv-ls,sometimes-true-spec,MULTIPLE_PERTURBATIONS;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,0,0,1,yes
00197,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00198,no,lv-ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00199,yes,ls,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,0,0,1,yes
00200,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00201,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00202,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00203,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00204,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,2,6,yes
00205,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00206,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
