spec-id,method-a,method-b,tst,dsi-verdict,manual-verdict,tags
00066,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.StringConvert.convertFromString(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;,org.joda.convert.TestStringConvert#test_convert_annotation_ToStringOnInterface,u,spurious-spec,UNRELATED_STATELESS_METHODS;MULTIPLE_PERTURBATIONS
00067,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.StringConvert.convertToString(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.TestNumericObjectArrayStringConverterFactory#test_ShortArray,u,spurious-spec,REVERSE_NBP;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS
00068,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.StringConvert.findConverter(Ljava/lang/Class;)Lorg/joda/convert/StringConverter;,org.joda.convert.TestNumericObjectArrayStringConverterFactory#test_ShortArray,u,spurious-spec,UNRELATED_STATEFUL_METHODS
00069,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.StringConvert.findTypedConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestNumericObjectArrayStringConverterFactory#test_ShortArray,u,spurious-spec,UNRELATED_STATEFUL_METHODS
00070,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.StringConvert.isConvertible(Ljava/lang/Class;)Z,org.joda.convert.TestStringConvert#test_convertFromString_inherit,u,spurious-spec,UNRELATED_STATEFUL_METHODS
00074,org.joda.convert.StringConvert.findConverter(Ljava/lang/Class;)Lorg/joda/convert/StringConverter;,org.joda.convert.StringConvert.isConvertible(Ljava/lang/Class;)Z,org.joda.convert.TestStringConvert#test_convertFromString_inherit,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00075,org.joda.convert.StringConvert.findConverterNoGenerics(Ljava/lang/Class;)Lorg/joda/convert/StringConverter;,org.joda.convert.StringConvert.convertFromString(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;,org.joda.convert.TestStringConvert#test_register_FunctionalInterfaces,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00080,org.joda.convert.StringConvert.findFromStringConstructorByType(Ljava/lang/Class;)Ljava/lang/reflect/Constructor;,org.joda.convert.StringConvert.convertFromString(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;,org.joda.convert.TestStringConvert#test_registerMethodConstructorCharSequence,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION
00081,org.joda.convert.StringConvert.findFromStringConstructorByType(Ljava/lang/Class;)Ljava/lang/reflect/Constructor;,org.joda.convert.StringConvert.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.TestStringConvert#test_registerMethodConstructorCharSequence,u,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION
00082,org.joda.convert.StringConvert.findFromStringConstructorByType(Ljava/lang/Class;)Ljava/lang/reflect/Constructor;,org.joda.convert.StringConvert.findConverterNoGenerics(Ljava/lang/Class;)Lorg/joda/convert/StringConverter;,org.joda.convert.TestStringConvert#test_registerMethodConstructorCharSequence,u,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION
00083,org.joda.convert.StringConvert.findFromStringConstructorByType(Ljava/lang/Class;)Ljava/lang/reflect/Constructor;,org.joda.convert.StringConvert.findTypedConverterNoGenerics(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestStringConvert#test_registerMethodConstructorCharSequence,u,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION
00086,org.joda.convert.StringConvert.findTypedConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.StringConvert.isConvertible(Ljava/lang/Class;)Z,org.joda.convert.TestStringConvert#test_convertFromString_inherit,u,spurious-spec,INSPECTION_TODO;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION
00087,org.joda.convert.StringConvert.findTypedConverterNoGenerics(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.StringConvert.convertFromString(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;,org.joda.convert.TestStringConvert#test_register_FunctionalInterfaces,u,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION
00094,org.joda.convert.StringConvert.register(Ljava/lang/Class;Lorg/joda/convert/StringConverter;)V,org.joda.convert.StringConvert.convertFromString(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;,org.joda.convert.TestStringConvert#test_register_FunctionalInterfaces,u,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00098,org.joda.convert.StringConvert.register(Ljava/lang/Class;Lorg/joda/convert/ToStringConverter;Lorg/joda/convert/FromStringConverter;)V,org.joda.convert.StringConvert.convertFromString(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;,org.joda.convert.TestStringConvert#test_register_FunctionalInterfaces,u,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00103,org.joda.convert.StringConvert.registerMethodConstructor(Ljava/lang/Class;Ljava/lang/String;)V,org.joda.convert.StringConvert.convertFromString(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;,org.joda.convert.TestStringConvert#test_registerMethodConstructorCharSequence,u,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00210,org.joda.convert.TypedStringConverter.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.TypedStringConverter.convertFromString(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;,org.joda.convert.TestJDKStringConverters#test_Enum,u,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT
00009,org.joda.convert.AnnotationStringConverterFactory.findFromStringConstructor(Ljava/lang/Class;Ljava/lang/reflect/Method;)Lorg/joda/convert/MethodConstructorStringConverter;,org.joda.convert.AnnotationStringConverterFactory.eliminateEnumSubclass(Ljava/lang/Class;)Ljava/lang/Class;,org.joda.convert.TestStringConvert#test_convert_annotatedToStringNoFromString,ls,spurious-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS
00023,org.joda.convert.RenameHandler.loadFromClasspath()V,org.joda.convert.RenameHandler.getEnumRenames(Ljava/lang/Class;)Ljava/util/Map;,org.joda.convert.TestStringConvert#test_convertFromString_inherit,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;SOMETIMES_TRUE_SPEC
00028,org.joda.convert.RenameHandler.loadRenameFile(Ljava/net/URL;)Ljava/util/List;,org.joda.convert.RenameHandler.getEnumRenames(Ljava/lang/Class;)Ljava/util/Map;,org.joda.convert.TestStringConvert#test_convertFromString_inherit,ls,sometimes-true-spec,WEAK_ORACLE;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SOMETIMES_TRUE_SPEC
00033,org.joda.convert.RenameHandler.parseRenameFile(Ljava/util/List;Ljava/net/URL;)V,org.joda.convert.RenameHandler.getEnumRenames(Ljava/lang/Class;)Ljava/util/Map;,org.joda.convert.TestStringConvert#test_convertFromString_inherit,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;SOMETIMES_TRUE_SPEC
00041,org.joda.convert.StringConvert.convertToString(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.StringConvert.convertFromString(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;,org.joda.convert.TestNumericObjectArrayStringConverterFactory#test_ShortArray,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS
00043,org.joda.convert.StringConvert.convertToString(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.StringConvert.findConverter(Ljava/lang/Class;)Lorg/joda/convert/StringConverter;,org.joda.convert.TestNumericObjectArrayStringConverterFactory#test_ShortArray,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS
00046,org.joda.convert.StringConvert.convertToString(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.StringConvert.findTypedConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestNumericObjectArrayStringConverterFactory#test_ShortArray,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS
00049,org.joda.convert.StringConvert.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.StringConvert.convertToString(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.TestNumericObjectArrayStringConverterFactory#test_ShortArray,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS
00051,org.joda.convert.StringConvert.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.StringConvert.findConverter(Ljava/lang/Class;)Lorg/joda/convert/StringConverter;,org.joda.convert.TestNumericObjectArrayStringConverterFactory#test_ShortArray,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS
00054,org.joda.convert.StringConvert.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.StringConvert.findTypedConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestNumericObjectArrayStringConverterFactory#test_ShortArray,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATELESS_METHODS;MULTIPLE_PERTURBATIONS
00091,org.joda.convert.StringConvert.registerFactory(Lorg/joda/convert/StringConverterFactory;)V,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestStringConverterFactory#test_registerFactory,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00092,org.joda.convert.StringConvert.registerFactory(Lorg/joda/convert/StringConverterFactory;)V,org.joda.convert.StringConvert.findConverterQuiet(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestStringConverterFactory#test_registerFactory,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00093,org.joda.convert.StringConvert.registerFactory(Lorg/joda/convert/StringConverterFactory;)V,org.joda.convert.StringConvert.findTypedConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestStringConverterFactory#test_registerFactory,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00110,org.joda.convert.StringConvert.tryRegisterGuava()V,org.joda.convert.StringConvert.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.TestStringConvert#test_convertToString_primitive,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00111,org.joda.convert.StringConvert.tryRegisterGuava()V,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestStringConvert#test_isConvertible@org.joda.convert.TestStringConvert,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00117,org.joda.convert.StringConvert.tryRegisterGuava()V,org.joda.convert.StringConvert.isConvertible(Ljava/lang/Class;)Z,org.joda.convert.TestJDKStringConverters#test_Class,ls,spurious-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00122,org.joda.convert.StringConvert.tryRegisterGuava()V,org.joda.convert.StringConvert.tryRegisterJava8Optionals()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS
00123,org.joda.convert.StringConvert.tryRegisterGuava()V,org.joda.convert.StringConvert.tryRegisterJava8()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS
00124,org.joda.convert.StringConvert.tryRegisterGuava()V,org.joda.convert.StringConvert.tryRegisterThreeTenBackport()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE
00125,org.joda.convert.StringConvert.tryRegisterGuava()V,org.joda.convert.StringConvert.tryRegisterThreeTenOld()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE
00126,org.joda.convert.StringConvert.tryRegisterGuava()V,org.joda.convert.StringConvert.tryRegisterTimeZone()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE
00129,org.joda.convert.StringConvert.tryRegisterJava8Optionals()V,org.joda.convert.StringConvert.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.TestStringConvert#test_convertToString_primitive,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00130,org.joda.convert.StringConvert.tryRegisterJava8Optionals()V,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestStringConvert#test_isConvertible@org.joda.convert.TestStringConvert,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00136,org.joda.convert.StringConvert.tryRegisterJava8Optionals()V,org.joda.convert.StringConvert.isConvertible(Ljava/lang/Class;)Z,org.joda.convert.TestJDKStringConverters#test_Class,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00141,org.joda.convert.StringConvert.tryRegisterJava8Optionals()V,org.joda.convert.StringConvert.tryRegisterJava8()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00142,org.joda.convert.StringConvert.tryRegisterJava8Optionals()V,org.joda.convert.StringConvert.tryRegisterThreeTenBackport()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00143,org.joda.convert.StringConvert.tryRegisterJava8Optionals()V,org.joda.convert.StringConvert.tryRegisterThreeTenOld()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00144,org.joda.convert.StringConvert.tryRegisterJava8Optionals()V,org.joda.convert.StringConvert.tryRegisterTimeZone()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00147,org.joda.convert.StringConvert.tryRegisterJava8()V,org.joda.convert.StringConvert.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.TestStringConvert#test_convertToString_primitive,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;SOMETIMES_TRUE_SPEC
00148,org.joda.convert.StringConvert.tryRegisterJava8()V,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestStringConvert#test_isConvertible@org.joda.convert.TestStringConvert,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00154,org.joda.convert.StringConvert.tryRegisterJava8()V,org.joda.convert.StringConvert.isConvertible(Ljava/lang/Class;)Z,org.joda.convert.TestJDKStringConverters#test_Class,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00159,org.joda.convert.StringConvert.tryRegisterJava8()V,org.joda.convert.StringConvert.tryRegisterThreeTenBackport()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00160,org.joda.convert.StringConvert.tryRegisterJava8()V,org.joda.convert.StringConvert.tryRegisterThreeTenOld()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00163,org.joda.convert.StringConvert.tryRegisterThreeTenBackport()V,org.joda.convert.StringConvert.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.TestStringConvert#test_convertToString_primitive,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00164,org.joda.convert.StringConvert.tryRegisterThreeTenBackport()V,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestStringConvert#test_isConvertible@org.joda.convert.TestStringConvert,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00170,org.joda.convert.StringConvert.tryRegisterThreeTenBackport()V,org.joda.convert.StringConvert.isConvertible(Ljava/lang/Class;)Z,org.joda.convert.TestJDKStringConverters#test_Class,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00175,org.joda.convert.StringConvert.tryRegisterThreeTenBackport()V,org.joda.convert.StringConvert.tryRegisterThreeTenOld()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00178,org.joda.convert.StringConvert.tryRegisterThreeTenOld()V,org.joda.convert.StringConvert.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.TestStringConvert#test_convertToString_primitive,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00179,org.joda.convert.StringConvert.tryRegisterThreeTenOld()V,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestStringConvert#test_isConvertible@org.joda.convert.TestStringConvert,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00185,org.joda.convert.StringConvert.tryRegisterThreeTenOld()V,org.joda.convert.StringConvert.isConvertible(Ljava/lang/Class;)Z,org.joda.convert.TestJDKStringConverters#test_Class,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00192,org.joda.convert.StringConvert.tryRegisterTimeZone()V,org.joda.convert.StringConvert.convertToString(Ljava/lang/Object;)Ljava/lang/String;,org.joda.convert.TestStringConvert#test_convertToString_primitive,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00193,org.joda.convert.StringConvert.tryRegisterTimeZone()V,org.joda.convert.StringConvert.findAnyConverter(Ljava/lang/Class;)Lorg/joda/convert/TypedStringConverter;,org.joda.convert.TestStringConvert#test_isConvertible@org.joda.convert.TestStringConvert,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00199,org.joda.convert.StringConvert.tryRegisterTimeZone()V,org.joda.convert.StringConvert.isConvertible(Ljava/lang/Class;)Z,org.joda.convert.TestJDKStringConverters#test_Class,ls,sometimes-true-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC
00204,org.joda.convert.StringConvert.tryRegisterTimeZone()V,org.joda.convert.StringConvert.tryRegisterJava8()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00205,org.joda.convert.StringConvert.tryRegisterTimeZone()V,org.joda.convert.StringConvert.tryRegisterThreeTenBackport()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00206,org.joda.convert.StringConvert.tryRegisterTimeZone()V,org.joda.convert.StringConvert.tryRegisterThreeTenOld()V,org.joda.convert.TestStringConverterFactory#test_registerFactory_null,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE
00010,org.joda.convert.AnnotationStringConverterFactory.findFromStringConstructor(Ljava/lang/Class;Ljava/lang/reflect/Method;)Lorg/joda/convert/MethodConstructorStringConverter;,org.joda.convert.AnnotationStringConverterFactory.findFromString(Ljava/lang/Class;)Ljava/lang/reflect/Method;,org.joda.convert.TestStringConvert#test_convert_annotatedMethodAndConstructor,lv-ls,true-spec,EXPECTED_EXCEPTION_NOT_THROWN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION
00011,org.joda.convert.AnnotationStringConverterFactory.findFromStringConstructor(Ljava/lang/Class;Ljava/lang/reflect/Method;)Lorg/joda/convert/MethodConstructorStringConverter;,org.joda.convert.AnnotationStringConverterFactory.findFromStringMethod(Ljava/lang/Class;Ljava/lang/reflect/Method;Z)Lorg/joda/convert/MethodsStringConverter;,org.joda.convert.TestStringConvert#test_convert_annotatedMethodAndConstructor,lv-ls,true-spec,EXPECTED_EXCEPTION_NOT_THROWN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION
00025,org.joda.convert.RenameHandler.loadFromClasspath()V,org.joda.convert.RenameHandler.lookupEnum(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Enum;,org.joda.convert.TestJDKStringConverters#test_Enum_invalidConstant,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;SOMETIMES_TRUE_SPEC
