spec-id,method-a,method-b,tst,dsi-verdict,manual-verdict,tags
00036,org.apache.commons.validator.Field.getVar(Ljava/lang/String;)Lorg/apache/commons/validator/Var;,org.apache.commons.validator.Field.getDepends()Ljava/lang/String;,org.apache.commons.validator.DateTest#testInvalidDate,u,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION
00037,org.apache.commons.validator.Field.getVar(Ljava/lang/String;)Lorg/apache/commons/validator/Var;,org.apache.commons.validator.Field.getPage()I,org.apache.commons.validator.DateTest#testInvalidDate,u,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION
00038,org.apache.commons.validator.Field.getVar(Ljava/lang/String;)Lorg/apache/commons/validator/Var;,org.apache.commons.validator.Field.getProperty()Ljava/lang/String;,org.apache.commons.validator.DateTest#testInvalidDate,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION
00039,org.apache.commons.validator.Field.getVar(Ljava/lang/String;)Lorg/apache/commons/validator/Var;,org.apache.commons.validator.Field.processArg(Ljava/lang/String;Ljava/lang/String;)V,org.apache.commons.validator.DateTest#testInvalidDate,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00040,org.apache.commons.validator.Field.getVar(Ljava/lang/String;)Lorg/apache/commons/validator/Var;,org.apache.commons.validator.Field.processMessageComponents(Ljava/lang/String;Ljava/lang/String;)V,org.apache.commons.validator.DateTest#testInvalidDate,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00041,org.apache.commons.validator.Field.getVar(Ljava/lang/String;)Lorg/apache/commons/validator/Var;,org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.DateTest#testInvalidDate,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00042,org.apache.commons.validator.Field.getVar(Ljava/lang/String;)Lorg/apache/commons/validator/Var;,org.apache.commons.validator.Field.validate(Ljava/util/Map;Ljava/util/Map;)Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.DateTest#testInvalidDate,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00043,org.apache.commons.validator.Field.getVar(Ljava/lang/String;)Lorg/apache/commons/validator/Var;,org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.DateTest#testInvalidDate,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00073,org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.Field.getArg(I)Lorg/apache/commons/validator/Arg;,org.apache.commons.validator.ExtensionTest#testOverrideRule,u,spurious-spec,ORDER_OF_ASSERTIONS;REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00074,org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.Field.getArg(Ljava/lang/String;I)Lorg/apache/commons/validator/Arg;,org.apache.commons.validator.ExtensionTest#testOverrideRule,u,spurious-spec,ORDER_OF_ASSERTIONS;REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00078,org.apache.commons.validator.Field.setDepends(Ljava/lang/String;)V,org.apache.commons.validator.Field.getProperty()Ljava/lang/String;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;METHOD_B_AFTER_CRITICAL_POINT
00081,org.apache.commons.validator.Field.setDepends(Ljava/lang/String;)V,org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;METHOD_B_AFTER_CRITICAL_POINT;GOOD_EXAMPLE
00083,org.apache.commons.validator.Field.setDepends(Ljava/lang/String;)V,org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;METHOD_B_AFTER_CRITICAL_POINT;GOOD_EXAMPLE
00084,org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.getDepends()Ljava/lang/String;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER
00085,org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.getPage()I,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER
00086,org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.getProperty()Ljava/lang/String;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,sometimes-true-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER;SOMETIMES_TRUE_SPEC
00089,org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;ONE_PURE_SETTER
00091,org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.validate(Ljava/util/Map;Ljava/util/Map;)Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;ONE_PURE_SETTER
00092,org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;ONE_PURE_SETTER
00097,org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.Field.getArg(I)Lorg/apache/commons/validator/Arg;,org.apache.commons.validator.ExtensionTest#testOverrideRule,u,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS
00098,org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.Field.getArg(Ljava/lang/String;I)Lorg/apache/commons/validator/Arg;,org.apache.commons.validator.ExtensionTest#testOverrideRule,u,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS
00106,org.apache.commons.validator.Form.containsField(Ljava/lang/String;)Z,org.apache.commons.validator.Form.getField(Ljava/lang/String;)Lorg/apache/commons/validator/Field;,org.apache.commons.validator.RetrieveFormTest#testFormNotFound,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;NO_COVERAGE;CONNECTION_DOES_NOT_NECESSITATE_ORDERING
00107,org.apache.commons.validator.Form.getFieldMap()Ljava/util/Map;,org.apache.commons.validator.Form.isExtending()Z,org.apache.commons.validator.DateTest#testValidDate,u,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION
00108,org.apache.commons.validator.Form.getFieldMap()Ljava/util/Map;,org.apache.commons.validator.Form.isProcessed()Z,org.apache.commons.validator.DateTest#testValidDate,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATELESS_METHODS
00109,org.apache.commons.validator.Form.getFieldMap()Ljava/util/Map;,org.apache.commons.validator.Form.process(Ljava/util/Map;Ljava/util/Map;Ljava/util/Map;)V,org.apache.commons.validator.DateTest#testValidDate,u,spurious-spec,ONE_STATELESS_METHOD;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;REVERSE_NBP
00110,org.apache.commons.validator.Form.getFieldMap()Ljava/util/Map;,org.apache.commons.validator.Form.validate(Ljava/util/Map;Ljava/util/Map;ILjava/lang/String;)Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.DateTest#testValidDate,u,spurious-spec,ONE_STATELESS_METHOD;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;REVERSE_NBP
00124,org.apache.commons.validator.Form.setName(Ljava/lang/String;)V,org.apache.commons.validator.Form.validate(Ljava/util/Map;Ljava/util/Map;ILjava/lang/String;)Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;METHOD_B_AFTER_CRITICAL_POINT;ONE_PURE_SETTER
00152,org.apache.commons.validator.FormSet.setLanguage(Ljava/lang/String;)V,org.apache.commons.validator.FormSet.getForms()Ljava/util/Map;,org.apache.commons.validator.MultipleConfigFilesTest#testRequiredLastNameShort,u,spurious-spec,MULTIPLE_PERTURBATIONS;INSPECTION_TODO;METHOD_A_RETURNS_VOID;STATE_RESTORED;ONE_PURE_SETTER
00194,org.apache.commons.validator.UrlValidator.isValidAuthority(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidFragment(Ljava/lang/String;)Z,org.apache.commons.validator.UrlTest#testValidator202,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00195,org.apache.commons.validator.UrlValidator.isValidAuthority(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidPath(Ljava/lang/String;)Z,org.apache.commons.validator.UrlTest#testValidator202,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00196,org.apache.commons.validator.UrlValidator.isValidAuthority(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidQuery(Ljava/lang/String;)Z,org.apache.commons.validator.UrlTest#testValidator202,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00197,org.apache.commons.validator.UrlValidator.isValidPath(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidFragment(Ljava/lang/String;)Z,org.apache.commons.validator.UrlTest#testValidator202,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00198,org.apache.commons.validator.UrlValidator.isValidPath(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidQuery(Ljava/lang/String;)Z,org.apache.commons.validator.UrlTest#testValidator202,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00199,org.apache.commons.validator.UrlValidator.isValidQuery(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidFragment(Ljava/lang/String;)Z,org.apache.commons.validator.UrlTest#testValidator202,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00200,org.apache.commons.validator.UrlValidator.isValidScheme(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidAuthority(Ljava/lang/String;)Z,org.apache.commons.validator.UrlTest#testValidator202,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00201,org.apache.commons.validator.UrlValidator.isValidScheme(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidFragment(Ljava/lang/String;)Z,org.apache.commons.validator.UrlTest#testValidator202,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00202,org.apache.commons.validator.UrlValidator.isValidScheme(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidPath(Ljava/lang/String;)Z,org.apache.commons.validator.UrlTest#testValidator202,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00203,org.apache.commons.validator.UrlValidator.isValidScheme(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidQuery(Ljava/lang/String;)Z,org.apache.commons.validator.UrlTest#testValidator202,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS
00231,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR
00233,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR
00234,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR
00235,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,ONE_STATELESS_METHOD;REPLACEMENT_VALUE_UNCLEAR
00236,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR
00237,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR
00238,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR
00239,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR
00240,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.loadValidationClass(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR
00241,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.loadValidationMethod()V,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR
00242,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR
00243,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.readJavascriptFile(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACEMENT_VALUE_UNCLEAR
00244,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION
00245,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,true-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION
00246,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,UNRELATED_STATEFUL_METHODS;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION
00251,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00252,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00253,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00254,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00255,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00256,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00257,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.loadValidationClass(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00258,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.loadValidationMethod()V,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00259,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS
00260,org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE
00261,org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE
00262,org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE
00263,org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,org.apache.commons.validator.ValidatorTest#testOnlyValidateField,u,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE
